"twitter_id","author_id","gender","age_range","ideological_binary","ideological_multiclass","split_author_profiling","split_author_attribution","source"
"1271829966322270208","@user155","male","25-34","left","left","train","train","twitter"
"1239948200796139520","@user144","female","35-49","left","moderate_left","val","nan","twitter"
"1263105588310900738","@user249","female","35-49","right","moderate_right","train","train","twitter"
"1275499301792288768","@user206","female","35-49","left","left","val","nan","twitter"
"1290295909452935173","@user222","female","50-64","left","moderate_left","test","nan","twitter"
"1298635046442737665","@user116","male","50-64","right","moderate_right","nan","val","twitter"
"1322464005483581441","@user220","female","50-64","right","moderate_right","nan","test","twitter"
"1324101268588158979","@user244","female","35-49","left","moderate_left","val","nan","twitter"
"1300487897284567041","@user213","female","35-49","right","right","nan","test","twitter"
"1220476116823166978","@user151","male","35-49","right","moderate_right","train","train","twitter"
"1326493198185852928","@user214","male","50-64","right","moderate_right","nan","test","twitter"
"1327619228250365953","@user269","female","50-64","left","moderate_left","nan","val","twitter"
"1250704209076420610","@user55","male","35-49","right","moderate_right","train","train","twitter"
"1225013015394824192","@user230","female","50-64","left","moderate_left","train","train","twitter"
"1265572268547231746","@user192","female","50-64","left","moderate_left","train","train","twitter"
"1224967975427616769","@user95","female","50-64","left","moderate_left","train","train","twitter"
"1313160873876303872","@user178","male","35-49","left","moderate_left","nan","test","twitter"
"1294940890033803264","@user103","female","35-49","left","left","nan","val","twitter"
"1332369129148473344","@user263","female","35-49","left","left","nan","val","twitter"
"1231680514064601097","@user217","female","35-49","right","moderate_right","val","nan","twitter"
"1294310636684533762","@user152","male","35-49","left","moderate_left","train","train","twitter"
"1245660342937501698","@user79","female","25-34","left","left","train","train","twitter"
"1251571507895193601","@user148","male","50-64","left","moderate_left","train","train","twitter"
"1297888548213985284","@user245","male","50-64","left","moderate_left","val","nan","twitter"
"1259181449812553739","@user56","male","50-64","left","moderate_left","train","train","twitter"
"1258503578076971009","@user78","female","over-65","left","moderate_left","val","nan","twitter"
"1224300643197865986","@user197","male","50-64","left","left","train","train","twitter"
"1235889043914833920","@user42","female","over-65","left","left","train","train","twitter"
"1267822163794382854","@user10","female","over-65","left","moderate_left","train","train","twitter"
"1224493015219220481","@user81","male","35-49","left","left","train","train","twitter"
"1293183617347141633","@user40","male","35-49","left","moderate_left","nan","test","twitter"
"1242436040381681667","@user177","male","35-49","left","moderate_left","val","nan","twitter"
"1276060033441292293","@user203","male","50-64","left","left","test","nan","twitter"
"1224704877210849280","@user147","male","50-64","left","moderate_left","train","train","twitter"
"1304139707803152390","@user201","male","50-64","right","moderate_right","nan","val","twitter"
"1300055595081437184","@user110","male","50-64","right","right","nan","test","twitter"
"1218906556709863425","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1300381577818636288","@user174","female","50-64","left","moderate_left","nan","val","twitter"
"1245739009625726978","@user261","male","50-64","right","moderate_right","train","train","twitter"
"1236992472515072001","@user206","female","35-49","left","left","val","nan","twitter"
"1311011730915549186","@user80","female","35-49","left","left","nan","val","twitter"
"1242922902825119745","@user253","male","50-64","left","moderate_left","val","nan","twitter"
"1293166750524219394","@user209","male","35-49","right","moderate_right","nan","test","twitter"
"1255797563925696514","@user175","male","35-49","right","right","train","train","twitter"
"1269754603278663680","@user26","male","50-64","right","moderate_right","train","train","twitter"
"1248451228129824768","@user245","male","50-64","left","moderate_left","val","nan","twitter"
"1289443085680689153","@user30","male","50-64","right","moderate_right","nan","val","twitter"
"1276149503553409030","@user86","female","25-34","left","left","test","nan","twitter"
"1255112751787192322","@user179","female","35-49","left","moderate_left","test","nan","twitter"
"1281190883363295234","@user258","female","50-64","left","left","val","nan","twitter"
"1296860350848139265","@user183","female","35-49","right","moderate_right","nan","val","twitter"
"1252555149136052224","@user123","female","35-49","left","left","val","nan","twitter"
"1225179122047102976","@user182","male","35-49","left","moderate_left","train","train","twitter"
"1231130424451256321","@user140","male","50-64","right","moderate_right","val","nan","twitter"
"1233452475174268928","@user47","male","50-64","right","moderate_right","train","train","twitter"
"1308671489504313344","@user229","male","50-64","left","left","val","nan","twitter"
"1279836559185973248","@user169","male","50-64","right","right","nan","val","twitter"
"1230968409472610305","@user234","male","50-64","right","right","test","nan","twitter"
"1329479178266292224","@user49","female","50-64","right","moderate_right","nan","test","twitter"
"1213759732823052290","@user190","male","25-34","right","moderate_right","test","nan","twitter"
"1310305739429294085","@user83","male","25-34","right","moderate_right","nan","test","twitter"
"1273710321509826561","@user206","female","35-49","left","left","val","nan","twitter"
"1310118917583572993","@user77","male","35-49","right","right","test","nan","twitter"
"1226926237475622912","@user45","female","35-49","right","moderate_right","train","train","twitter"
"1248926915651612672","@user150","male","35-49","right","right","train","train","twitter"
"1319221618003087361","@user116","male","50-64","right","moderate_right","nan","val","twitter"
"1316762188510625792","@user161","male","35-49","right","right","test","nan","twitter"
"1256549419295690752","@user73","female","35-49","left","moderate_left","test","nan","twitter"
"1305395666512945152","@user199","female","35-49","right","moderate_right","nan","val","twitter"
"1230088538194108416","@user32","male","50-64","left","moderate_left","test","nan","twitter"
"1299259666069942272","@user92","female","50-64","right","moderate_right","test","nan","twitter"
"1245675122364682241","@user253","male","50-64","left","moderate_left","val","nan","twitter"
"1317510340167520257","@user22","male","50-64","right","right","nan","val","twitter"
"1272522206006951937","@user18","male","50-64","left","left","train","train","twitter"
"1218541233351557120","@user64","female","25-34","right","right","test","nan","twitter"
"1331628840968400898","@user152","male","35-49","left","moderate_left","nan","val","twitter"
"1282007214891446272","@user18","male","50-64","left","left","train","train","twitter"
"1320033010608185344","@user42","female","over-65","left","left","nan","test","twitter"
"1272877650877571073","@user7","male","35-49","right","moderate_right","train","train","twitter"
"1214867218368008192","@user200","female","50-64","left","moderate_left","test","nan","twitter"
"1291665831097663489","@user185","male","35-49","right","moderate_right","nan","test","twitter"
"1291417920178880513","@user84","male","50-64","left","moderate_left","nan","test","twitter"
"1254706334978707456","@user195","female","50-64","left","moderate_left","test","nan","twitter"
"1242430973041664000","@user215","female","35-49","left","moderate_left","train","train","twitter"
"1273644997389299714","@user12","male","over-65","right","moderate_right","test","nan","twitter"
"1298533482080215040","@user30","male","50-64","right","moderate_right","nan","test","twitter"
"1300812178220617728","@user218","male","50-64","right","right","nan","test","twitter"
